SCHOOL_YEAR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,CTE_PROGRAM_NUM,CTE_PROGRAM_NAME,COMPLETER_CNT
2014-2015,DIV,10,Bedford County ,,,,M,,N,,0702,National Security,21
2014-2015,DIV,10,Bedford County ,,,,M,,,N,0702,National Security,16
2014-2015,DIV,10,Bedford County ,,,,M,,,,0702,National Security,21
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,0702,National Security,14
2014-2015,DIV,10,Bedford County ,,,,,N,N,,0702,National Security,18
2014-2015,DIV,10,Bedford County ,,,,,N,,N,0702,National Security,14
2014-2015,DIV,10,Bedford County ,,,,,N,,,0702,National Security,18
2014-2015,DIV,10,Bedford County ,,,,,,N,N,0702,National Security,17
2014-2015,DIV,10,Bedford County ,,,,,,N,,0702,National Security,23
2014-2015,DIV,10,Bedford County ,,,,,,,N,0702,National Security,17
2014-2015,DIV,10,Bedford County ,,,,,,,,0702,National Security,23
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,,0801,Therapeutic Services,23
2014-2015,DIV,10,Bedford County ,,,5,F,N,,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,5,F,N,,,0801,Therapeutic Services,23
2014-2015,DIV,10,Bedford County ,,,5,F,,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,5,F,,N,,0801,Therapeutic Services,23
2014-2015,DIV,10,Bedford County ,,,5,F,,,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,5,F,,,,0801,Therapeutic Services,23
2014-2015,DIV,10,Bedford County ,,,5,,N,N,N,0801,Therapeutic Services,14
2014-2015,DIV,10,Bedford County ,,,5,,N,N,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,0801,Therapeutic Services,29
2014-2015,DIV,10,Bedford County ,,,5,,N,,N,0801,Therapeutic Services,14
2014-2015,DIV,10,Bedford County ,,,5,,N,,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,5,,N,,,0801,Therapeutic Services,29
2014-2015,DIV,10,Bedford County ,,,5,,,N,N,0801,Therapeutic Services,14
2014-2015,DIV,10,Bedford County ,,,5,,,N,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,5,,,N,,0801,Therapeutic Services,29
2014-2015,DIV,10,Bedford County ,,,5,,,,N,0801,Therapeutic Services,14
2014-2015,DIV,10,Bedford County ,,,5,,,,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,5,,,,,0801,Therapeutic Services,29
2014-2015,DIV,10,Bedford County ,,,,F,N,N,N,0801,Therapeutic Services,12
2014-2015,DIV,10,Bedford County ,,,,F,N,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,,F,N,N,,0801,Therapeutic Services,25
2014-2015,DIV,10,Bedford County ,,,,F,N,,N,0801,Therapeutic Services,12
2014-2015,DIV,10,Bedford County ,,,,F,N,,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,,F,N,,,0801,Therapeutic Services,25
2014-2015,DIV,10,Bedford County ,,,,F,,N,N,0801,Therapeutic Services,12
2014-2015,DIV,10,Bedford County ,,,,F,,N,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,,F,,N,,0801,Therapeutic Services,25
2014-2015,DIV,10,Bedford County ,,,,F,,,N,0801,Therapeutic Services,12
2014-2015,DIV,10,Bedford County ,,,,F,,,Y,0801,Therapeutic Services,13
2014-2015,DIV,10,Bedford County ,,,,F,,,,0801,Therapeutic Services,25
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,0801,Therapeutic Services,16
2014-2015,DIV,10,Bedford County ,,,,,N,N,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,,,N,N,,0801,Therapeutic Services,31
2014-2015,DIV,10,Bedford County ,,,,,N,,N,0801,Therapeutic Services,16
2014-2015,DIV,10,Bedford County ,,,,,N,,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,,,N,,,0801,Therapeutic Services,31
2014-2015,DIV,10,Bedford County ,,,,,,N,N,0801,Therapeutic Services,16
2014-2015,DIV,10,Bedford County ,,,,,,N,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,,,,N,,0801,Therapeutic Services,31
2014-2015,DIV,10,Bedford County ,,,,,,,N,0801,Therapeutic Services,16
2014-2015,DIV,10,Bedford County ,,,,,,,Y,0801,Therapeutic Services,15
2014-2015,DIV,10,Bedford County ,,,,,,,,0801,Therapeutic Services,31
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,N,1003,Family and Community Services,31
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,Y,1003,Family and Community Services,20
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,,1003,Family and Community Services,51
2014-2015,DIV,10,Bedford County ,,,5,F,N,,N,1003,Family and Community Services,31
2014-2015,DIV,10,Bedford County ,,,5,F,N,,Y,1003,Family and Community Services,20
2014-2015,DIV,10,Bedford County ,,,5,F,N,,,1003,Family and Community Services,51
2014-2015,DIV,10,Bedford County ,,,5,F,,N,N,1003,Family and Community Services,31
2014-2015,DIV,10,Bedford County ,,,5,F,,N,Y,1003,Family and Community Services,22
2014-2015,DIV,10,Bedford County ,,,5,F,,N,,1003,Family and Community Services,53
2014-2015,DIV,10,Bedford County ,,,5,F,,,N,1003,Family and Community Services,31
2014-2015,DIV,10,Bedford County ,,,5,F,,,Y,1003,Family and Community Services,22
2014-2015,DIV,10,Bedford County ,,,5,F,,,,1003,Family and Community Services,53
2014-2015,DIV,10,Bedford County ,,,5,,N,N,N,1003,Family and Community Services,36
2014-2015,DIV,10,Bedford County ,,,5,,N,N,Y,1003,Family and Community Services,23
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,1003,Family and Community Services,59
2014-2015,DIV,10,Bedford County ,,,5,,N,,N,1003,Family and Community Services,36
2014-2015,DIV,10,Bedford County ,,,5,,N,,Y,1003,Family and Community Services,23
2014-2015,DIV,10,Bedford County ,,,5,,N,,,1003,Family and Community Services,59
2014-2015,DIV,10,Bedford County ,,,5,,,N,N,1003,Family and Community Services,37
2014-2015,DIV,10,Bedford County ,,,5,,,N,Y,1003,Family and Community Services,25
2014-2015,DIV,10,Bedford County ,,,5,,,N,,1003,Family and Community Services,62
2014-2015,DIV,10,Bedford County ,,,5,,,,N,1003,Family and Community Services,37
2014-2015,DIV,10,Bedford County ,,,5,,,,Y,1003,Family and Community Services,25
2014-2015,DIV,10,Bedford County ,,,5,,,,,1003,Family and Community Services,62
2014-2015,DIV,10,Bedford County ,,,,F,N,N,N,1003,Family and Community Services,32
2014-2015,DIV,10,Bedford County ,,,,F,N,N,Y,1003,Family and Community Services,23
2014-2015,DIV,10,Bedford County ,,,,F,N,N,,1003,Family and Community Services,55
2014-2015,DIV,10,Bedford County ,,,,F,N,,N,1003,Family and Community Services,32
2014-2015,DIV,10,Bedford County ,,,,F,N,,Y,1003,Family and Community Services,23
2014-2015,DIV,10,Bedford County ,,,,F,N,,,1003,Family and Community Services,55
2014-2015,DIV,10,Bedford County ,,,,F,,N,N,1003,Family and Community Services,32
2014-2015,DIV,10,Bedford County ,,,,F,,N,Y,1003,Family and Community Services,27
2014-2015,DIV,10,Bedford County ,,,,F,,N,,1003,Family and Community Services,59
2014-2015,DIV,10,Bedford County ,,,,F,,,N,1003,Family and Community Services,32
2014-2015,DIV,10,Bedford County ,,,,F,,,Y,1003,Family and Community Services,27
2014-2015,DIV,10,Bedford County ,,,,F,,,,1003,Family and Community Services,59
2014-2015,DIV,10,Bedford County ,,,,M,,N,,1003,Family and Community Services,11
2014-2015,DIV,10,Bedford County ,,,,M,,,,1003,Family and Community Services,11
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,1003,Family and Community Services,37
2014-2015,DIV,10,Bedford County ,,,,,N,N,Y,1003,Family and Community Services,27
2014-2015,DIV,10,Bedford County ,,,,,N,N,,1003,Family and Community Services,64
2014-2015,DIV,10,Bedford County ,,,,,N,,N,1003,Family and Community Services,37
2014-2015,DIV,10,Bedford County ,,,,,N,,Y,1003,Family and Community Services,27
2014-2015,DIV,10,Bedford County ,,,,,N,,,1003,Family and Community Services,64
2014-2015,DIV,10,Bedford County ,,,,,,N,N,1003,Family and Community Services,38
2014-2015,DIV,10,Bedford County ,,,,,,N,Y,1003,Family and Community Services,32
2014-2015,DIV,10,Bedford County ,,,,,,N,,1003,Family and Community Services,70
2014-2015,DIV,10,Bedford County ,,,,,,,N,1003,Family and Community Services,38
2014-2015,DIV,10,Bedford County ,,,,,,,Y,1003,Family and Community Services,32
2014-2015,DIV,10,Bedford County ,,,,,,,,1003,Family and Community Services,70
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,,1004,Personal Care Services,11
2014-2015,DIV,10,Bedford County ,,,5,F,N,,,1004,Personal Care Services,11
2014-2015,DIV,10,Bedford County ,,,5,F,,N,,1004,Personal Care Services,12
2014-2015,DIV,10,Bedford County ,,,5,F,,,,1004,Personal Care Services,12
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,1004,Personal Care Services,12
2014-2015,DIV,10,Bedford County ,,,5,,N,,,1004,Personal Care Services,12
2014-2015,DIV,10,Bedford County ,,,5,,,N,,1004,Personal Care Services,13
2014-2015,DIV,10,Bedford County ,,,5,,,,,1004,Personal Care Services,13
2014-2015,DIV,10,Bedford County ,,,,F,N,N,,1004,Personal Care Services,12
2014-2015,DIV,10,Bedford County ,,,,F,N,,,1004,Personal Care Services,12
2014-2015,DIV,10,Bedford County ,,,,F,,N,,1004,Personal Care Services,13
2014-2015,DIV,10,Bedford County ,,,,F,,,,1004,Personal Care Services,13
2014-2015,DIV,10,Bedford County ,,,,,N,N,,1004,Personal Care Services,13
2014-2015,DIV,10,Bedford County ,,,,,N,,,1004,Personal Care Services,13
2014-2015,DIV,10,Bedford County ,,,,,,N,,1004,Personal Care Services,14
2014-2015,DIV,10,Bedford County ,,,,,,,,1004,Personal Care Services,14
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,,1102,Information Support and Services,16
2014-2015,DIV,10,Bedford County ,,,5,M,N,,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,M,N,,,1102,Information Support and Services,16
2014-2015,DIV,10,Bedford County ,,,5,M,,N,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,M,,N,,1102,Information Support and Services,18
2014-2015,DIV,10,Bedford County ,,,5,M,,,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,M,,,,1102,Information Support and Services,18
2014-2015,DIV,10,Bedford County ,,,5,,N,N,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,1102,Information Support and Services,19
2014-2015,DIV,10,Bedford County ,,,5,,N,,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,,N,,,1102,Information Support and Services,19
2014-2015,DIV,10,Bedford County ,,,5,,,N,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,,,N,,1102,Information Support and Services,21
2014-2015,DIV,10,Bedford County ,,,5,,,,N,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,5,,,,,1102,Information Support and Services,21
2014-2015,DIV,10,Bedford County ,,,,M,N,N,N,1102,Information Support and Services,12
2014-2015,DIV,10,Bedford County ,,,,M,N,N,,1102,Information Support and Services,18
2014-2015,DIV,10,Bedford County ,,,,M,N,,N,1102,Information Support and Services,12
2014-2015,DIV,10,Bedford County ,,,,M,N,,,1102,Information Support and Services,18
2014-2015,DIV,10,Bedford County ,,,,M,,N,N,1102,Information Support and Services,15
2014-2015,DIV,10,Bedford County ,,,,M,,N,,1102,Information Support and Services,23
2014-2015,DIV,10,Bedford County ,,,,M,,,N,1102,Information Support and Services,15
2014-2015,DIV,10,Bedford County ,,,,M,,,,1102,Information Support and Services,23
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,1102,Information Support and Services,13
2014-2015,DIV,10,Bedford County ,,,,,N,N,,1102,Information Support and Services,22
2014-2015,DIV,10,Bedford County ,,,,,N,,N,1102,Information Support and Services,13
2014-2015,DIV,10,Bedford County ,,,,,N,,,1102,Information Support and Services,22
2014-2015,DIV,10,Bedford County ,,,,,,N,N,1102,Information Support and Services,16
2014-2015,DIV,10,Bedford County ,,,,,,N,Y,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,,,,N,,1102,Information Support and Services,27
2014-2015,DIV,10,Bedford County ,,,,,,,N,1102,Information Support and Services,16
2014-2015,DIV,10,Bedford County ,,,,,,,Y,1102,Information Support and Services,11
2014-2015,DIV,10,Bedford County ,,,,,,,,1102,Information Support and Services,27
2014-2015,DIV,10,Bedford County ,,,5,,N,N,N,1403,Merchandising,12
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,1403,Merchandising,15
2014-2015,DIV,10,Bedford County ,,,5,,N,,N,1403,Merchandising,12
2014-2015,DIV,10,Bedford County ,,,5,,N,,,1403,Merchandising,15
2014-2015,DIV,10,Bedford County ,,,5,,,N,N,1403,Merchandising,12
2014-2015,DIV,10,Bedford County ,,,5,,,N,,1403,Merchandising,15
2014-2015,DIV,10,Bedford County ,,,5,,,,N,1403,Merchandising,12
2014-2015,DIV,10,Bedford County ,,,5,,,,,1403,Merchandising,15
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,1403,Merchandising,14
2014-2015,DIV,10,Bedford County ,,,,,N,N,,1403,Merchandising,19
2014-2015,DIV,10,Bedford County ,,,,,N,,N,1403,Merchandising,14
2014-2015,DIV,10,Bedford County ,,,,,N,,,1403,Merchandising,19
2014-2015,DIV,10,Bedford County ,,,,,,N,N,1403,Merchandising,14
2014-2015,DIV,10,Bedford County ,,,,,,N,,1403,Merchandising,19
2014-2015,DIV,10,Bedford County ,,,,,,,N,1403,Merchandising,14
2014-2015,DIV,10,Bedford County ,,,,,,,,1403,Merchandising,19
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,N,1501,Engineering and Technology,22
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,,1501,Engineering and Technology,26
2014-2015,DIV,10,Bedford County ,,,5,M,N,,N,1501,Engineering and Technology,22
2014-2015,DIV,10,Bedford County ,,,5,M,N,,,1501,Engineering and Technology,26
2014-2015,DIV,10,Bedford County ,,,5,M,,N,N,1501,Engineering and Technology,22
2014-2015,DIV,10,Bedford County ,,,5,M,,N,,1501,Engineering and Technology,27
2014-2015,DIV,10,Bedford County ,,,5,M,,,N,1501,Engineering and Technology,22
2014-2015,DIV,10,Bedford County ,,,5,M,,,,1501,Engineering and Technology,27
2014-2015,DIV,10,Bedford County ,,,5,,N,N,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,1501,Engineering and Technology,28
2014-2015,DIV,10,Bedford County ,,,5,,N,,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,5,,N,,,1501,Engineering and Technology,28
2014-2015,DIV,10,Bedford County ,,,5,,,N,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,5,,,N,,1501,Engineering and Technology,29
2014-2015,DIV,10,Bedford County ,,,5,,,,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,5,,,,,1501,Engineering and Technology,29
2014-2015,DIV,10,Bedford County ,,,,M,N,N,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,,M,N,N,,1501,Engineering and Technology,27
2014-2015,DIV,10,Bedford County ,,,,M,N,,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,,M,N,,,1501,Engineering and Technology,28
2014-2015,DIV,10,Bedford County ,,,,M,,N,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,,M,,N,,1501,Engineering and Technology,28
2014-2015,DIV,10,Bedford County ,,,,M,,,N,1501,Engineering and Technology,23
2014-2015,DIV,10,Bedford County ,,,,M,,,,1501,Engineering and Technology,29
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,1501,Engineering and Technology,24
2014-2015,DIV,10,Bedford County ,,,,,N,N,,1501,Engineering and Technology,29
2014-2015,DIV,10,Bedford County ,,,,,N,,N,1501,Engineering and Technology,24
2014-2015,DIV,10,Bedford County ,,,,,N,,,1501,Engineering and Technology,30
2014-2015,DIV,10,Bedford County ,,,,,,N,N,1501,Engineering and Technology,24
2014-2015,DIV,10,Bedford County ,,,,,,N,,1501,Engineering and Technology,30
2014-2015,DIV,10,Bedford County ,,,,,,,N,1501,Engineering and Technology,24
2014-2015,DIV,10,Bedford County ,,,,,,,,1501,Engineering and Technology,31
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,,1604,Facility and Mobile Equipment Maintenance,11
2014-2015,DIV,10,Bedford County ,,,5,M,N,,,1604,Facility and Mobile Equipment Maintenance,11
2014-2015,DIV,10,Bedford County ,,,5,M,,N,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,10,Bedford County ,,,5,M,,,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,10,Bedford County ,,,5,,N,,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,10,Bedford County ,,,5,,,N,,1604,Facility and Mobile Equipment Maintenance,15
2014-2015,DIV,10,Bedford County ,,,5,,,,,1604,Facility and Mobile Equipment Maintenance,15
2014-2015,DIV,10,Bedford County ,,,,M,N,N,,1604,Facility and Mobile Equipment Maintenance,11
2014-2015,DIV,10,Bedford County ,,,,M,N,,,1604,Facility and Mobile Equipment Maintenance,11
2014-2015,DIV,10,Bedford County ,,,,M,,N,,1604,Facility and Mobile Equipment Maintenance,14
2014-2015,DIV,10,Bedford County ,,,,M,,,,1604,Facility and Mobile Equipment Maintenance,14
2014-2015,DIV,10,Bedford County ,,,,,N,N,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,10,Bedford County ,,,,,N,,,1604,Facility and Mobile Equipment Maintenance,13
2014-2015,DIV,10,Bedford County ,,,,,,N,,1604,Facility and Mobile Equipment Maintenance,16
2014-2015,DIV,10,Bedford County ,,,,,,,,1604,Facility and Mobile Equipment Maintenance,16
2014-2015,DIV,10,Bedford County ,,,3,M,,N,,,,14
2014-2015,DIV,10,Bedford County ,,,3,M,,,,,,14
2014-2015,DIV,10,Bedford County ,,,3,,N,N,,,,12
2014-2015,DIV,10,Bedford County ,,,3,,N,,,,,12
2014-2015,DIV,10,Bedford County ,,,3,,,N,,,,18
2014-2015,DIV,10,Bedford County ,,,3,,,,,,,18
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,N,,,77
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,Y,,,58
2014-2015,DIV,10,Bedford County ,,,5,F,N,N,,,,135
2014-2015,DIV,10,Bedford County ,,,5,F,N,,N,,,77
2014-2015,DIV,10,Bedford County ,,,5,F,N,,Y,,,58
2014-2015,DIV,10,Bedford County ,,,5,F,N,,,,,135
2014-2015,DIV,10,Bedford County ,,,5,F,,N,N,,,78
2014-2015,DIV,10,Bedford County ,,,5,F,,N,Y,,,61
2014-2015,DIV,10,Bedford County ,,,5,F,,N,,,,139
2014-2015,DIV,10,Bedford County ,,,5,F,,,N,,,78
2014-2015,DIV,10,Bedford County ,,,5,F,,,Y,,,61
2014-2015,DIV,10,Bedford County ,,,5,F,,,,,,139
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,N,,,115
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,Y,,,31
2014-2015,DIV,10,Bedford County ,,,5,M,N,N,,,,146
2014-2015,DIV,10,Bedford County ,,,5,M,N,,N,,,115
2014-2015,DIV,10,Bedford County ,,,5,M,N,,Y,,,31
2014-2015,DIV,10,Bedford County ,,,5,M,N,,,,,146
2014-2015,DIV,10,Bedford County ,,,5,M,Y,N,,,,19
2014-2015,DIV,10,Bedford County ,,,5,M,Y,,,,,19
2014-2015,DIV,10,Bedford County ,,,5,M,,N,N,,,125
2014-2015,DIV,10,Bedford County ,,,5,M,,N,Y,,,40
2014-2015,DIV,10,Bedford County ,,,5,M,,N,,,,165
2014-2015,DIV,10,Bedford County ,,,5,M,,,N,,,125
2014-2015,DIV,10,Bedford County ,,,5,M,,,Y,,,40
2014-2015,DIV,10,Bedford County ,,,5,M,,,,,,165
2014-2015,DIV,10,Bedford County ,,,5,,N,N,N,,,192
2014-2015,DIV,10,Bedford County ,,,5,,N,N,Y,,,89
2014-2015,DIV,10,Bedford County ,,,5,,N,N,,,,281
2014-2015,DIV,10,Bedford County ,,,5,,N,,N,,,192
2014-2015,DIV,10,Bedford County ,,,5,,N,,Y,,,89
2014-2015,DIV,10,Bedford County ,,,5,,N,,,,,281
2014-2015,DIV,10,Bedford County ,,,5,,Y,N,N,,,11
2014-2015,DIV,10,Bedford County ,,,5,,Y,N,Y,,,12
2014-2015,DIV,10,Bedford County ,,,5,,Y,N,,,,23
2014-2015,DIV,10,Bedford County ,,,5,,Y,,N,,,11
2014-2015,DIV,10,Bedford County ,,,5,,Y,,Y,,,12
2014-2015,DIV,10,Bedford County ,,,5,,Y,,,,,23
2014-2015,DIV,10,Bedford County ,,,5,,,N,N,,,203
2014-2015,DIV,10,Bedford County ,,,5,,,N,Y,,,101
2014-2015,DIV,10,Bedford County ,,,5,,,N,,,,304
2014-2015,DIV,10,Bedford County ,,,5,,,,N,,,203
2014-2015,DIV,10,Bedford County ,,,5,,,,Y,,,101
2014-2015,DIV,10,Bedford County ,,,5,,,,,,,304
2014-2015,DIV,10,Bedford County ,,,,F,N,N,N,,,81
2014-2015,DIV,10,Bedford County ,,,,F,N,N,Y,,,65
2014-2015,DIV,10,Bedford County ,,,,F,N,N,,,,146
2014-2015,DIV,10,Bedford County ,,,,F,N,,N,,,81
2014-2015,DIV,10,Bedford County ,,,,F,N,,Y,,,65
2014-2015,DIV,10,Bedford County ,,,,F,N,,,,,146
2014-2015,DIV,10,Bedford County ,,,,F,,N,N,,,82
2014-2015,DIV,10,Bedford County ,,,,F,,N,Y,,,70
2014-2015,DIV,10,Bedford County ,,,,F,,N,,,,152
2014-2015,DIV,10,Bedford County ,,,,F,,,N,,,82
2014-2015,DIV,10,Bedford County ,,,,F,,,Y,,,70
2014-2015,DIV,10,Bedford County ,,,,F,,,,,,152
2014-2015,DIV,10,Bedford County ,,,,M,N,N,N,,,123
2014-2015,DIV,10,Bedford County ,,,,M,N,N,Y,,,35
2014-2015,DIV,10,Bedford County ,,,,M,N,N,,,,158
2014-2015,DIV,10,Bedford County ,,,,M,N,,N,,,123
2014-2015,DIV,10,Bedford County ,,,,M,N,,Y,,,36
2014-2015,DIV,10,Bedford County ,,,,M,N,,,,,159
2014-2015,DIV,10,Bedford County ,,,,M,Y,N,N,,,13
2014-2015,DIV,10,Bedford County ,,,,M,Y,N,Y,,,12
2014-2015,DIV,10,Bedford County ,,,,M,Y,N,,,,25
2014-2015,DIV,10,Bedford County ,,,,M,Y,,N,,,13
2014-2015,DIV,10,Bedford County ,,,,M,Y,,Y,,,13
2014-2015,DIV,10,Bedford County ,,,,M,Y,,,,,26
2014-2015,DIV,10,Bedford County ,,,,M,,N,N,,,136
2014-2015,DIV,10,Bedford County ,,,,M,,N,Y,,,47
2014-2015,DIV,10,Bedford County ,,,,M,,N,,,,183
2014-2015,DIV,10,Bedford County ,,,,M,,,N,,,136
2014-2015,DIV,10,Bedford County ,,,,M,,,Y,,,49
2014-2015,DIV,10,Bedford County ,,,,M,,,,,,185
2014-2015,DIV,10,Bedford County ,,,,,N,N,N,,,204
2014-2015,DIV,10,Bedford County ,,,,,N,N,Y,,,100
2014-2015,DIV,10,Bedford County ,,,,,N,N,,,,304
2014-2015,DIV,10,Bedford County ,,,,,N,,N,,,204
2014-2015,DIV,10,Bedford County ,,,,,N,,Y,,,101
2014-2015,DIV,10,Bedford County ,,,,,N,,,,,305
2014-2015,DIV,10,Bedford County ,,,,,Y,N,N,,,14
2014-2015,DIV,10,Bedford County ,,,,,Y,N,Y,,,17
2014-2015,DIV,10,Bedford County ,,,,,Y,N,,,,31
2014-2015,DIV,10,Bedford County ,,,,,Y,,N,,,14
2014-2015,DIV,10,Bedford County ,,,,,Y,,Y,,,18
2014-2015,DIV,10,Bedford County ,,,,,Y,,,,,32
2014-2015,DIV,10,Bedford County ,,,,,,N,N,,,218
2014-2015,DIV,10,Bedford County ,,,,,,N,Y,,,117
2014-2015,DIV,10,Bedford County ,,,,,,N,,,,335
2014-2015,DIV,10,Bedford County ,,,,,,,N,,,218
2014-2015,DIV,10,Bedford County ,,,,,,,Y,,,119
2014-2015,DIV,10,Bedford County ,,,,,,,,,,337
2014-2015,DIV,11,Bland County ,,,5,F,N,N,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,5,F,N,,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,5,F,,N,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,5,F,,,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,5,M,,N,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,5,M,,,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,5,,N,N,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,5,,N,N,,0402,Business Information Management,21
2014-2015,DIV,11,Bland County ,,,5,,N,,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,5,,N,,,0402,Business Information Management,21
2014-2015,DIV,11,Bland County ,,,5,,,N,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,5,,,N,,0402,Business Information Management,22
2014-2015,DIV,11,Bland County ,,,5,,,,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,5,,,,,0402,Business Information Management,22
2014-2015,DIV,11,Bland County ,,,,F,N,N,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,,F,N,,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,,F,,N,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,,F,,,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,,M,,N,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,,M,,,,0402,Business Information Management,11
2014-2015,DIV,11,Bland County ,,,,,N,N,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,,,N,N,,0402,Business Information Management,21
2014-2015,DIV,11,Bland County ,,,,,N,,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,,,N,,,0402,Business Information Management,21
2014-2015,DIV,11,Bland County ,,,,,,N,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,,,,N,,0402,Business Information Management,22
2014-2015,DIV,11,Bland County ,,,,,,,N,0402,Business Information Management,17
2014-2015,DIV,11,Bland County ,,,,,,,,0402,Business Information Management,22
2014-2015,DIV,11,Bland County ,,,5,,N,N,N,0405,Administrative Support,12
2014-2015,DIV,11,Bland County ,,,5,,N,N,,0405,Administrative Support,15
2014-2015,DIV,11,Bland County ,,,5,,N,,N,0405,Administrative Support,12
2014-2015,DIV,11,Bland County ,,,5,,N,,,0405,Administrative Support,15
2014-2015,DIV,11,Bland County ,,,5,,,N,N,0405,Administrative Support,13
